,gameId,platformId,gameCreation,gameDuration,queueId,mapId,seasonId,gameVersion,gameMode,gameType,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,vilemawKills,riftHeraldKills,dominionVictoryScore,participantId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,statPerk0,statPerk1,statPerk2,creepsPerMinDeltas_10-20,creepsPerMinDeltas_0-10,creepsPerMinDeltas_20-30,xpPerMinDeltas_10-20,xpPerMinDeltas_0-10,xpPerMinDeltas_20-30,goldPerMinDeltas_10-20,goldPerMinDeltas_0-10,goldPerMinDeltas_20-30,csDiffPerMinDeltas_10-20,csDiffPerMinDeltas_0-10,csDiffPerMinDeltas_20-30,xpDiffPerMinDeltas_10-20,xpDiffPerMinDeltas_0-10,xpDiffPerMinDeltas_20-30,damageTakenPerMinDeltas_10-20,damageTakenPerMinDeltas_0-10,damageTakenPerMinDeltas_20-30,damageTakenDiffPerMinDeltas_10-20,damageTakenDiffPerMinDeltas_0-10,damageTakenDiffPerMinDeltas_20-30,lane,role,creepsPerMinDeltas_30-end,xpPerMinDeltas_30-end,goldPerMinDeltas_30-end,damageTakenPerMinDeltas_30-end,csDiffPerMinDeltas_30-end,xpDiffPerMinDeltas_30-end,damageTakenDiffPerMinDeltas_30-end
52,622803703,LA1,1540662953009,1390,420,11,11,8.21.250.9462,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,0,0,0,0,0,0,0,6,98,4,3,GOLD,3096,3109,3117,0,0,0,3340,1,7,3,0,1,0,523,0,0,0,0,0,8005,1340,4105,2559,0,3742,1119,2622,0,51,1,16395,2726,0,5,20,17469,6771,9306,1391,4703,4125,0,4,0,0,0,101,10,1,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465.0,1528.0,0.0,0.0,8473.0,311.0,0.0,0.0,8429.0,56.0,14.0,10.0,8451.0,70.0,0.0,0.0,8304.0,9.0,3.0,0.0,8347.0,0.0,0.0,0.0,8400.0,8300.0,,,,0.2,0.2,,247.6,274.4,,181.9,187.4,,-1.9,-1.3,,-163.10000000000005,-40.09999999999997,,1133.3,223.2,,487.4,15.799999999999983,,BOTTOM,DUO_SUPPORT,,,,,,,
15,652424256,LA1,1547350459679,2049,420,11,12,9.1.257.7563,CLASSIC,MATCHED_GAME,200,False,True,False,False,False,False,False,0,0,0,2,0,0,0,10,6,4,12,GOLD,3800,3193,3082,3071,3111,3076,3363,4,11,6,0,1,0,556,0,0,0,0,0,157086,640,148030,8416,5,20331,257,19589,484,1795,1,56540,6285,0,6,16,37078,9566,26204,1307,11761,11525,0,185,8,3,0,315,16,1,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8360.0,2.0,0.0,0.0,8304.0,10.0,0.0,0.0,8316.0,1047.0,0.0,0.0,8352.0,189.0,1062.0,629.0,8473.0,604.0,0.0,0.0,8401.0,737.0,0.0,0.0,8300.0,8400.0,5008.0,5008.0,5001.0,7.0,6.0,4.9,553.6,428.7,411.5,331.0,220.3,380.1,,,,,,,851.8,365.1,1486.3000000000004,,,,TOP,SOLO,,,,,,,
95,478854115,LA1,1507752595375,1538,420,11,9,7.20.204.9809,CLASSIC,MATCHED_GAME,100,True,True,True,True,True,True,True,11,0,1,2,0,1,0,1,51,4,21,PLATINUM,1055,3031,3085,3094,1001,0,3363,4,1,0,3,1,1,904,0,0,0,0,0,136571,2647,133087,836,1403,12705,949,11727,28,3117,1,5931,11970,9845,12,20,12456,3883,8488,84,11126,9475,4,194,6,1,5,132,13,1,0,6,0,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,7.2,,391.1,310.0,,381.4,244.5,,1.3000000000000005,-0.09999999999999988,,75.0,-1.9499999999999889,,484.8,318.5,,-80.05000000000003,58.29999999999998,,BOTTOM,DUO_CARRY,,,,,,,
56,621606773,LA1,1540357153733,1581,420,11,11,8.20.249.1952,CLASSIC,MATCHED_GAME,100,True,False,True,True,False,False,True,9,0,0,2,0,1,0,1,98,4,3,GOLD,3097,2003,3109,3047,3082,3024,3364,1,2,7,0,1,0,991,0,0,0,0,0,23180,4236,12042,6900,0,5193,1752,3440,0,1807,5,12341,1019,620,27,23,9311,866,4608,3837,7084,5925,0,55,0,0,0,130,13,1,0,10,3,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465.0,1092.0,0.0,0.0,8473.0,222.0,0.0,0.0,8429.0,62.0,19.0,10.0,8451.0,143.0,0.0,0.0,8304.0,10.0,0.0,0.0,8347.0,0.0,0.0,0.0,8400.0,8300.0,,,,2.0,2.9000000000000004,,370.4,394.7,,282.3,173.0,,,,,,,,428.0,92.7,,,,,BOTTOM,DUO,,,,,,,
68,613531963,LA1,1538535888553,1715,420,11,11,8.19.246.5109,CLASSIC,MATCHED_GAME,100,False,True,True,True,False,True,False,11,0,0,2,0,0,0,5,59,4,11,GOLD,1401,3110,3742,3009,1011,1028,3364,8,8,11,4,2,1,619,1,0,0,0,0,95397,32629,52517,10251,0,11987,3366,7483,1138,5699,1,29949,4282,150,13,26,32977,10263,21034,1679,10562,10550,0,26,73,59,0,1047,14,0,0,4,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,1207.0,0.0,0.0,9111.0,1320.0,380.0,0.0,9104.0,12.0,0.0,0.0,8014.0,253.0,0.0,0.0,8473.0,698.0,0.0,0.0,8444.0,1025.0,0.0,0.0,8000.0,8400.0,,,,1.5,0.5,,372.9,351.7999999999999,,330.5,358.1,,0.2999999999999998,0.0,,-104.3,74.29999999999998,,1217.1,632.7,,685.9000000000002,168.50000000000006,,JUNGLE,NONE,,,,,,,
64,614000753,LA1,1538687515811,1896,420,11,11,8.19.246.5109,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,1,0,0,1,0,0,0,8,56,4,11,GOLD,1412,3156,3047,3071,0,0,3364,8,6,3,2,2,3,595,1,0,0,0,0,112816,2529,105974,4312,0,11623,784,9978,860,12144,1,16568,6560,0,13,129,28935,8585,19389,960,10721,10200,0,37,83,74,0,446,14,1,0,5,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,2456.0,0.0,0.0,9111.0,510.0,220.0,0.0,9104.0,16.0,50.0,0.0,8014.0,327.0,0.0,0.0,8143.0,118.0,0.0,0.0,8135.0,1892.0,5.0,0.0,8000.0,8100.0,,,,0.8999999999999999,0.3,2.3,427.4,272.9,528.4000000000002,373.2000000000001,216.3,409.4,-0.2,0.2,0.09999999999999988,56.20000000000002,-42.500000000000014,81.50000000000007,1013.0,715.8,1107.6999999999996,200.7,259.40000000000003,67.9999999999999,JUNGLE,NONE,,,,,,,
10,657180433,LA1,1548491451539,1301,420,11,13,9.2.261.2172,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,1,0,0,0,0,0,0,6,427,4,11,GOLD,1039,2031,3117,3174,3504,3801,3364,2,5,5,2,2,1,525,1,0,0,0,0,275481,3609,1658,270214,0,3157,2115,846,195,2427,4,5941,694,694,9,28,8943,4368,4325,250,6986,6450,0,6,84,62,17,120,11,0,0,4,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214.0,271.0,439.0,0.0,8275.0,3.0,0.0,0.0,8234.0,5984.0,0.0,0.0,8232.0,1.0,40.0,0.0,8321.0,2.0,0.0,0.0,8347.0,0.0,0.0,0.0,8200.0,8300.0,5008.0,5008.0,5001.0,0.4,0.2,,352.2,344.1,,272.0,335.9,,-1.1,-0.8,,-5.5,3.899999999999977,,718.5,175.8,,-198.0,-393.4,,JUNGLE,NONE,,,,,,,
20,652323829,LA1,1547334816744,197,420,11,12,9.1.257.7563,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,0,0,0,0,0,0,0,10,18,4,7,GOLD,1055,2003,0,0,0,0,3340,0,1,0,0,0,0,184,0,0,0,0,0,3288,812,2476,0,0,386,42,344,0,167,2,248,0,0,0,0,946,373,500,72,860,500,0,10,0,0,0,0,2,0,0,0,0,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005.0,65.0,36.0,28.0,9111.0,0.0,0.0,0.0,9104.0,0.0,0.0,0.0,8014.0,8.0,0.0,0.0,8233.0,0.0,0.0,0.0,8236.0,0.0,0.0,0.0,8000.0,8200.0,5005.0,5008.0,5001.0,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
84,517857890,LA1,1516582178768,939,420,11,11,8.1.214.5847,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,0,0,0,0,0,0,0,8,107,4,11,GOLD,1412,2031,0,1001,0,0,3340,1,3,1,0,1,0,640,0,0,0,0,0,40079,4153,32611,3314,165,2143,167,1771,204,3064,1,3937,0,0,5,2,9749,1636,7583,529,4211,3150,0,9,50,37,0,192,8,1,0,2,1,False,False,False,False,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8128.0,98.0,0.0,0.0,8143.0,63.0,0.0,0.0,8138.0,2.0,0.0,0.0,8105.0,2.0,0.0,0.0,8233.0,5.0,30.0,0.0,8236.0,4.0,0.0,0.0,8100.0,8200.0,,,,,0.1,,,277.7,,,218.6,,,-0.2,,,-46.3,,,534.4,,,104.69999999999996,,JUNGLE,NONE,,,,,,,
39,646297303,LA1,1545879799033,1707,420,11,12,8.24.255.8524,CLASSIC,MATCHED_GAME,100,True,False,True,True,True,True,False,10,0,1,3,0,0,0,4,516,4,12,GOLD,1028,3025,3379,3111,1028,0,3340,6,1,17,6,1,1,196,0,0,0,0,0,82018,37840,34543,9634,0,10604,5612,4902,90,1910,1,37724,4917,1840,10,35,18114,8780,8970,364,9524,8950,1,111,0,0,0,481,15,0,0,5,1,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,822.0,695.0,0.0,8446.0,978.0,0.0,0.0,8429.0,64.0,16.0,16.0,8451.0,166.0,0.0,0.0,8304.0,9.0,0.0,0.0,8352.0,60.0,300.0,0.0,8400.0,8300.0,5007.0,5002.0,5002.0,4.9,3.6,,516.3,407.9,,368.1,217.3,,-1.7000000000000002,-3.2,,41.299999999999976,-30.40000000000001,,633.1,406.1,,-0.8999999999999773,130.6,,TOP,SOLO,,,,,,,
65,613989404,LA1,1538686765316,204,420,11,11,8.19.246.5109,CLASSIC,MATCHED_GAME,100,True,False,False,False,False,False,False,0,0,0,0,0,0,0,5,56,4,11,GOLD,1041,2031,0,0,0,0,3340,1,0,0,0,1,0,0,0,0,0,0,0,10842,142,9432,1268,0,510,44,426,40,1204,1,700,0,0,0,1,1703,0,1703,0,1574,500,0,0,19,12,3,209,4,0,0,1,0,True,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,89.0,0.0,0.0,9111.0,5.0,20.0,0.0,9104.0,0.0,0.0,0.0,8014.0,19.0,0.0,0.0,8143.0,0.0,0.0,0.0,8135.0,118.0,1.0,0.0,8000.0,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
67,613518923,LA1,1538538674216,198,420,11,11,8.19.246.5109,CLASSIC,MATCHED_GAME,100,False,True,False,False,False,False,False,0,0,0,0,0,0,0,3,56,4,11,GOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,1,0,0,0,0,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,0.0,0.0,0.0,9111.0,0.0,0.0,0.0,9104.0,0.0,0.0,0.0,8014.0,0.0,0.0,0.0,8143.0,0.0,0.0,0.0,8135.0,0.0,0.0,0.0,8000.0,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
8,657396599,LA1,1548537796538,1866,420,11,13,9.2.261.2172,CLASSIC,MATCHED_GAME,100,True,False,False,True,False,True,False,11,0,0,2,0,0,0,4,121,4,11,GOLD,0,2421,3147,1400,3111,1031,3364,6,6,5,3,2,1,754,1,0,0,0,0,103317,8257,86864,8194,0,14639,1362,12959,318,11825,1,13700,2251,1370,16,9,27806,6223,20648,934,9832,8250,0,20,94,72,10,627,13,1,0,7,3,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112.0,1040.0,0.0,0.0,8139.0,703.0,0.0,0.0,8136.0,3.0,120.0,0.0,8135.0,2621.0,5.0,0.0,8237.0,185.0,0.0,0.0,8234.0,4286.0,0.0,0.0,8100.0,8200.0,5008.0,5008.0,5001.0,0.8,0.2,0.5,374.7000000000001,284.0,282.0,344.7,255.5,244.9,-0.7999999999999999,0.1,-2.1,-61.0,17.299999999999972,-195.7,1076.5,671.2,881.5,-55.09999999999997,-51.30000000000001,-451.7000000000001,JUNGLE,NONE,,,,,,,
49,625404903,LA1,1541239057168,207,420,11,11,8.21.251.4430,CLASSIC,MATCHED_GAME,200,True,False,False,False,False,False,False,0,0,0,0,0,0,0,6,164,4,11,GOLD,1041,0,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,7811,0,6454,1356,0,0,0,0,0,646,1,762,0,0,0,0,2008,0,2008,0,1090,500,0,0,15,15,0,141,3,0,0,0,0,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005.0,0.0,0.0,0.0,9111.0,0.0,0.0,0.0,9104.0,0.0,0.0,0.0,8014.0,0.0,0.0,0.0,8143.0,0.0,0.0,0.0,8105.0,2.0,0.0,0.0,8000.0,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
75,606448503,LA1,1537075835663,1797,420,11,11,8.18.244.9800,CLASSIC,MATCHED_GAME,100,False,True,False,False,False,False,False,2,0,0,0,0,0,0,3,516,4,12,GOLD,3751,3025,3111,1057,1054,3010,3363,1,5,5,0,1,0,650,0,0,0,0,0,90995,41090,47327,2578,0,17211,9123,8055,33,1606,1,24952,1740,1392,8,37,20040,3528,15188,1323,8360,7370,0,166,0,0,0,548,14,0,0,4,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,705.0,718.0,0.0,8473.0,680.0,0.0,0.0,8444.0,1223.0,0.0,0.0,8453.0,235.0,720.0,0.0,8226.0,250.0,476.0,0.0,8210.0,0.0,0.0,0.0,8400.0,8200.0,,,,6.1,6.0,,514.6,399.1,,273.0,240.4,,0.4000000000000004,-0.10000000000000007,,-46.29999999999998,-32.19999999999999,,606.3,455.7,,-372.9,2.0,,TOP,SOLO,,,,,,,
6,660723224,LA1,1549159767581,1532,420,11,13,9.2.261.2172,CLASSIC,MATCHED_GAME,100,False,True,True,True,True,True,True,11,0,1,3,0,1,0,5,113,4,11,GOLD,2031,2420,3117,3083,1033,1401,3364,3,7,8,3,1,1,516,0,0,0,0,0,82552,28760,49583,4209,0,9654,4475,4807,371,5241,5,16327,2179,0,10,28,25868,5979,17098,2790,7984,7450,0,48,62,51,4,353,12,0,0,5,2,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439.0,707.0,0.0,0.0,8463.0,1454.0,0.0,0.0,8473.0,330.0,0.0,0.0,8453.0,556.0,89.0,0.0,8014.0,185.0,0.0,0.0,9104.0,17.0,20.0,0.0,8400.0,8000.0,5005.0,5008.0,5002.0,2.1,0.3,,436.2,264.0,,302.7,222.6,,-1.0000000000000002,0.09999999999999998,,-94.6,-87.0,,1001.1,693.6,,178.39999999999995,132.10000000000002,,JUNGLE,NONE,,,,,,,
69,606978137,LA1,1537151974285,1863,420,11,11,8.18.244.9800,CLASSIC,MATCHED_GAME,100,False,True,False,False,False,False,False,3,0,0,1,0,0,0,3,516,4,12,GOLD,3025,3083,1011,3047,1029,0,3340,2,7,3,0,1,0,462,0,0,0,0,0,96914,44891,52023,0,0,15109,9401,5707,0,1835,1,35087,1157,887,11,36,25474,8741,15299,1433,9185,8700,1,174,0,0,0,663,15,0,0,6,0,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,858.0,673.0,0.0,8473.0,466.0,0.0,0.0,8444.0,1250.0,0.0,0.0,8453.0,321.0,964.0,0.0,8226.0,250.0,902.0,0.0,8210.0,0.0,0.0,0.0,8400.0,8200.0,,,,6.699999999999998,6.699999999999998,4.0,484.9,404.7,444.5,312.0,233.5,310.0,-2.5000000000000004,-1.4000000000000008,-1.1,-110.39999999999998,-93.29999999999998,-157.7,652.1,409.4,1124.2,-475.0,-145.29999999999995,-182.3,TOP,SOLO,,,,,,,
21,652319047,LA1,1547332906962,1212,420,11,12,9.1.257.7563,CLASSIC,MATCHED_GAME,200,True,False,True,True,False,True,True,9,0,0,2,0,1,0,7,22,4,7,GOLD,1055,3026,3085,3006,0,0,3340,5,2,2,3,2,2,766,1,0,0,0,0,59954,933,58351,669,222,7425,735,6690,0,1062,2,2510,8080,6408,9,26,7296,1297,5637,361,7955,7350,3,112,4,0,0,1158,10,0,0,2,2,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,396.0,0.0,0.0,9111.0,311.0,140.0,0.0,9104.0,16.0,40.0,0.0,8014.0,170.0,0.0,0.0,8234.0,3038.0,0.0,0.0,8236.0,14.0,0.0,0.0,8000.0,8200.0,5005.0,5008.0,5001.0,5.5,5.7,,405.9,302.1,,447.3,295.8,,,,,,,,369.1,360.5,,,,,MIDDLE,DUO,,,,,,,
28,649513166,LA1,1546656750063,1662,420,11,12,8.24.255.8524,CLASSIC,MATCHED_GAME,100,False,True,True,True,True,True,True,11,0,1,3,0,1,0,5,98,4,12,GOLD,3068,3077,3047,3076,3082,0,3363,1,8,10,0,1,0,641,0,0,0,0,0,80044,37420,38574,4050,14,10905,6208,4696,0,1783,1,34353,830,830,6,17,25404,6932,14786,3684,7828,7875,0,145,0,0,0,213,14,0,0,3,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,1146.0,871.0,0.0,8446.0,557.0,0.0,0.0,8429.0,63.0,20.0,11.0,8451.0,142.0,0.0,0.0,8304.0,9.0,3.0,0.0,8352.0,107.0,600.0,0.0,8400.0,8300.0,5008.0,5003.0,5003.0,5.2,6.1,,464.8,427.3,,318.7,231.5,,-2.5,-2.3999999999999995,,-5.199999999999988,-80.39999999999998,,907.8,476.1,,1.0,145.60000000000005,,TOP,SOLO,,,,,,,
70,606820613,LA1,1537135164629,1641,420,11,11,8.18.244.9800,CLASSIC,MATCHED_GAME,200,True,True,True,True,True,False,True,9,0,1,1,0,1,0,9,111,4,12,GOLD,2003,3068,3047,3110,3076,0,3363,4,2,17,2,1,1,802,0,0,0,0,0,99405,77531,20289,1584,17,18113,13624,4489,0,966,1,33175,5966,1754,10,63,14670,3209,9787,1673,10508,8475,0,150,4,0,4,994,15,1,0,5,0,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,1244.0,983.0,0.0,8473.0,601.0,0.0,0.0,8444.0,855.0,0.0,0.0,8453.0,299.0,494.0,0.0,8226.0,250.0,856.0,0.0,8210.0,0.0,0.0,0.0,8400.0,8200.0,,,,6.5,6.5,,507.1,415.8,,376.2,280.0,,3.0,1.8000000000000005,,179.7,34.90000000000001,,353.1,438.5,,-616.3,-108.3,,TOP,SOLO,,,,,,,
90,482574305,LA1,1508627741274,2341,420,11,9,7.20.204.9809,CLASSIC,MATCHED_GAME,200,True,True,True,True,True,True,False,9,0,1,4,0,0,0,6,17,4,12,PLATINUM,1058,3151,3115,3020,3135,3285,3363,15,9,7,7,3,3,499,2,1,0,0,0,190086,142573,47065,448,0,46779,42418,4136,224,4958,1,17600,15398,8005,22,63,31354,9760,20737,856,17033,15175,3,222,1,0,1,654,18,1,0,9,5,False,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800000000000002,4.9,4.5,601.2,375.7000000000001,500.0,398.4,239.6,434.0,0.10000000000000007,0.2999999999999998,0.4999999999999998,-23.200000000000014,-98.79999999999998,139.7,794.9,427.9,993.2,-364.2000000000001,-222.5,-776.5,TOP,SOLO,9.6,705.8,539.8,939.6,3.0,195.99999999999997,-758.9999999999999
59,618268574,LA1,1539568523670,198,420,11,11,8.20.249.1952,CLASSIC,MATCHED_GAME,200,False,False,False,False,False,False,False,0,0,0,0,0,0,0,6,412,4,3,GOLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,1,0,0,0,0,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465.0,0.0,0.0,0.0,8473.0,0.0,0.0,0.0,8429.0,0.0,0.0,0.0,8451.0,0.0,0.0,0.0,8304.0,0.0,0.0,0.0,8347.0,0.0,0.0,0.0,8400.0,8300.0,,,,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
30,647310227,LA1,1546118599521,1192,420,11,12,8.24.255.8524,CLASSIC,MATCHED_GAME,100,False,False,False,False,False,False,False,0,0,0,0,0,0,0,2,59,4,11,GOLD,1400,2031,3111,1011,0,0,3340,2,4,0,0,1,0,569,0,0,0,0,0,63193,9682,48279,5232,0,3756,658,2873,224,4922,1,9340,3212,0,15,8,15586,2955,12583,48,5576,4950,0,2,71,44,13,470,9,1,0,7,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112.0,341.0,0.0,0.0,8139.0,261.0,0.0,0.0,8136.0,1.0,39.0,0.0,8135.0,671.0,2.0,0.0,8237.0,80.0,0.0,0.0,8234.0,1833.0,0.0,0.0,8100.0,8200.0,5008.0,5008.0,5001.0,,0.1,,,264.7,,,255.4,,,-0.5399999999999996,,,-39.38000000000002,,,587.3,,,20.959999999999965,,NONE,DUO_SUPPORT,,,,,,,
11,657158192,LA1,1548488547492,2363,420,11,13,9.2.261.2172,CLASSIC,MATCHED_GAME,100,False,True,True,False,False,False,True,4,0,1,1,0,1,0,1,516,4,12,GOLD,3379,3387,3083,3111,1029,3076,3340,4,5,13,2,2,1,984,1,0,0,0,0,118783,51659,61996,5128,15,18822,12158,6663,0,4500,1,58952,12402,3251,10,47,37871,16262,19399,2209,12032,11475,0,145,0,0,0,757,16,1,0,7,1,False,False,False,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437.0,1280.0,958.0,0.0,8446.0,1745.0,0.0,0.0,8429.0,74.0,22.0,17.0,8451.0,222.0,0.0,0.0,8304.0,9.0,3.0,0.0,8352.0,90.0,450.0,0.0,8400.0,8300.0,5008.0,5002.0,5001.0,5.1,5.4,1.8,441.6,421.0,387.4,415.7,218.6,193.6,,,,,,,677.6,487.8,1090.1,,,,TOP,SOLO,2.2,591.2,497.8,1551.4,,,
76,606442606,LA1,1537073540629,1795,420,11,11,8.18.244.9800,CLASSIC,MATCHED_GAME,100,False,False,False,False,False,False,True,2,0,0,1,0,1,0,3,150,4,3,GOLD,3156,1029,3111,3022,1028,1029,3363,6,4,3,6,1,1,1289,0,0,0,0,0,89495,6954,82541,0,0,14614,2010,12604,0,3253,1,22468,2485,2485,13,31,33492,16029,16599,863,9371,9275,0,157,0,0,0,650,15,3,0,6,1,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021.0,1295.0,0.0,0.0,9111.0,1190.0,180.0,0.0,9104.0,13.0,40.0,0.0,8014.0,320.0,0.0,0.0,8473.0,798.0,0.0,0.0,8444.0,2153.0,0.0,0.0,8000.0,8400.0,,,,7.7,6.3,,647.6,486.8,,385.4,310.2000000000001,,0.5000000000000004,-0.5,,207.80000000000004,49.69999999999999,,1074.5,548.3,,341.1,204.3,,TOP,SOLO,,,,,,,
78,593750907,LA1,1534035123123,200,420,11,11,8.15.239.9021,CLASSIC,MATCHED_GAME,100,True,False,False,False,False,False,False,0,0,0,0,0,0,0,4,68,4,12,GOLD,1028,2003,0,0,0,0,3340,0,0,0,0,0,0,0,0,0,0,0,0,6270,4110,2159,0,0,0,0,0,0,0,0,159,135,135,0,0,504,0,504,0,1060,500,0,19,0,0,0,18,3,0,0,0,0,False,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229.0,0.0,0.0,0.0,8224.0,0.0,0.0,0.0,8234.0,6.0,0.0,0.0,8237.0,0.0,0.0,0.0,8473.0,0.0,0.0,0.0,8444.0,0.0,0.0,0.0,8200.0,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,NONE,DUO,,,,,,,
53,622709609,LA1,1540660075615,1980,420,11,11,8.21.250.9462,CLASSIC,MATCHED_GAME,200,False,True,True,False,False,False,False,3,0,0,1,0,0,0,9,412,4,3,GOLD,3069,3107,3190,3109,0,3117,3364,3,8,14,0,1,0,526,0,0,0,0,0,19125,16051,2619,454,0,11847,9736,1656,454,2349,3,22938,956,397,69,54,22575,12595,8016,1964,9334,8825,0,17,0,0,0,154,13,1,0,23,10,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465.0,2712.0,0.0,0.0,8473.0,487.0,0.0,0.0,8429.0,69.0,18.0,13.0,8451.0,165.0,0.0,0.0,8304.0,8.0,3.0,0.0,8347.0,0.0,0.0,0.0,8400.0,8300.0,,,,0.6,0.1,0.6,268.3,274.0,449.9,328.7000000000001,213.8,253.1,1.7999999999999998,0.9499999999999996,-1.3500000000000003,12.150000000000036,9.549999999999967,-140.7,754.3,287.6,870.4,162.34999999999997,16.89999999999999,14.449999999999877,BOTTOM,DUO_SUPPORT,,,,,,,
